name,Food Group,Fat (g),Protein (g),Carbohydrate (g),Serving Weight 1 (g)
Rice White With Cheese And/or Cream Based Sauce Fat Added In Cooking,Prepared Meals,6.98,5.16,20.02,204.0
Rice White With Gravy Ns As To Fat Added In Cooking,Prepared Meals,2.91,1.98,20.06,237.0
Rice White With Gravy Fat Not Added In Cooking,Prepared Meals,1.06,2.02,20.44,237.0
Rice White With Gravy Fat Added In Cooking,Prepared Meals,2.91,1.98,20.06,237.0
Rice White With Soy-Based Sauce Ns As To Fat Added In Cooking,Prepared Meals,2.16,2.03,21.62,237.0
Rice White With Soy-Based Sauce Fat Not Added In Cooking,Prepared Meals,0.28,2.06,22.04,237.0
Rice White With Soy-Based Sauce Fat Added In Cooking,Prepared Meals,2.16,2.03,21.62,237.0
Rice Brown With Cheese And/or Cream Based Sauce Ns As To Fat Added In Cooking,Prepared Meals,6.58,4.87,19.29,282.0
Rice Brown With Cheese And/or Cream Based Sauce Fat Not Added In Cooking,Prepared Meals,5.04,4.95,19.61,277.0
Rice Brown With Cheese And/or Cream Based Sauce Fat Added In Cooking,Prepared Meals,6.58,4.87,19.29,282.0
Rice Brown With Gravy Ns As To Fat Added In Cooking,Prepared Meals,3.04,2.11,19.33,237.0
Rice Brown With Gravy Fat Not Added In Cooking,Prepared Meals,1.44,2.15,19.64,237.0
Rice Brown With Gravy Fat Added In Cooking,Prepared Meals,3.04,2.11,19.33,237.0
Rice Brown With Soy-Based Sauce Ns As To Fat Added In Cooking,Prepared Meals,2.39,2.15,20.68,237.0
Rice Brown With Soy-Based Sauce Fat Not Added In Cooking,Prepared Meals,0.77,2.18,21.02,237.0
Rice Brown With Soy-Based Sauce Fat Added In Cooking,Prepared Meals,2.39,2.15,20.68,237.0
Rice White With Vegetables Cheese And/or Cream Based Sauce Ns As To Fat Added In Cooking,Prepared Meals,5.62,4.7,18.64,261.0
Rice White With Vegetables Cheese And/or Cream Based Sauce Fat Not Added In Cooking,Prepared Meals,4.2,4.77,18.92,258.0
Rice White With Vegetables Cheese And/or Cream Based Sauce Fat Added In Cooking,Prepared Meals,5.62,4.7,18.64,262.0
Rice White With Vegetables And Gravy Ns As To Fat Added In Cooking,Prepared Meals,2.36,2.16,18.66,260.0
Rice White With Vegetables And Gravy Fat Not Added In Cooking,Prepared Meals,0.87,2.19,18.95,256.0
Rice White With Vegetables And Gravy Fat Added In Cooking,Prepared Meals,2.36,2.16,18.66,260.0
Rice White With Vegetables Soy-Based Sauce Ns As To Fat Added In Cooking,Prepared Meals,1.75,2.19,19.91,258.0
Rice White With Vegetables Soy-Based Sauce Fat Not Added In Cooking,Prepared Meals,0.25,2.23,20.21,255.0
Rice White With Vegetables Soy-Based Sauce Fat Added In Cooking,Prepared Meals,1.75,2.19,19.91,258.0
Rice Brown With Vegetables Cheese And/or Cream Based Sauce Ns As To Fat Added In Cooking,Prepared Meals,5.44,4.51,18.19,293.0
Rice Brown With Vegetables Cheese And/or Cream Based Sauce Fat Not Added In Cooking,Prepared Meals,4.17,4.57,18.44,289.0
Rice Brown With Vegetables Cheese And/or Cream Based Sauce Fat Added In Cooking,Prepared Meals,5.44,4.51,18.19,293.0
Rice Brown With Vegetables And Gravy Ns As To Fat Added In Cooking,Prepared Meals,2.53,2.24,18.21,292.0
Rice Brown With Vegetables And Gravy Fat Not Added In Cooking,Prepared Meals,1.21,2.28,18.46,288.0
Rice Brown With Vegetables And Gravy Fat Added In Cooking,Prepared Meals,2.53,2.24,18.21,292.0
Rice Brown With Vegetables Soy-Based Sauce Ns As To Fat Added In Cooking,Prepared Meals,1.99,2.28,19.32,290.0
Rice Brown With Vegetables Soy-Based Sauce Fat Not Added In Cooking,Prepared Meals,0.66,2.31,19.58,286.0
Rice Brown With Vegetables Soy-Based Sauce Fat Added In Cooking,Prepared Meals,1.99,2.28,19.32,290.0
Dosa (Indian) With Filling,Prepared Meals,4.18,5.47,30.83,113.0
Vada Fried Dumpling,Prepared Meals,9.72,12.82,33.43,29.0
Tabbouleh,Prepared Meals,9.35,1.64,9.69,160.0
Lasagna With Cheese And Sauce Diet Frozen Meal,Prepared Meals,5.0,5.71,17.64,312.0
Veal Lasagna Diet Frozen Meal,Prepared Meals,2.26,6.64,10.63,291.0
Lasagna With Cheese And Meat Sauce Diet Frozen Meal,Prepared Meals,4.21,7.61,12.56,312.0
Zucchini Lasagna Diet Frozen Meal,Prepared Meals,3.19,5.36,12.76,312.0
Macaroni And Cheese Diet Frozen Meal,Prepared Meals,3.96,5.98,17.2,255.0
Noodles With Vegetables In Tomato-Based Sauce Diet Frozen Meal,Prepared Meals,1.56,3.28,10.63,284.0
Rice With Broccoli Cheese Sauce Frozen Side Dish,Prepared Meals,4.13,3.65,17.07,128.0
Rice With Green Beans Water Chestnuts In Sherry Mushroom Sauce Frozen Side Dish,Prepared Meals,3.23,2.62,14.65,284.0
Spaghetti And Meatballs Dinner NFS Frozen Meal,Prepared Meals,3.32,5.53,14.83,354.0
Spaghetti And Meatballs With Tomato Sauce Sliced Apples Bread Frozen Meal,Prepared Meals,3.72,7.69,16.36,326.0
Spaghetti With Meat And Mushroom Sauce Diet Frozen Meal,Prepared Meals,2.8,6.09,16.5,326.0
Spaghetti With Meat Sauce Diet Frozen Meal,Prepared Meals,3.32,5.53,14.83,298.0
Ravioli Cheese-Filled With Tomato Sauce Diet Frozen Meal,Prepared Meals,4.13,6.89,12.16,255.0
Rigatoni With Meat Sauce And Cheese Diet Frozen Meal,Prepared Meals,3.71,6.19,8.66,276.0
Manicotti Cheese-Filled With Tomato Sauce Diet Frozen Meal,Prepared Meals,5.56,7.16,11.14,262.0
Cannelloni Cheese-Filled With Tomato Sauce Diet Frozen Meal,Prepared Meals,4.8,7.05,10.85,259.0
Linguini With Vegetables And Seafood In White Wine Sauce Diet Frozen Meal,Prepared Meals,3.76,8.04,11.87,269.0
Beef Enchilada Dinner NFS Frozen Meal,Prepared Meals,4.12,5.03,16.68,425.0
Beef Enchilada Chili Gravy Rice Refried Beans Frozen Meal,Prepared Meals,4.12,5.03,16.68,425.0
Cheese Enchilada Frozen Meal,Prepared Meals,8.46,8.28,20.68,284.0
Chicken Enchilada Diet Frozen Meal,Prepared Meals,6.32,10.62,11.97,241.0
Chicken Fajitas Diet Frozen Meal,Prepared Meals,2.61,8.93,15.67,191.0
Chicken Burritos Diet Frozen Meal,Prepared Meals,4.62,9.6,23.76,284.0
Soup Nfs,Soups and Sauces,0.78,1.2,3.07,241.0
Noodle Soup Nfs,Soups and Sauces,2.68,1.55,9.17,241.0
Rice Soup Nfs,Soups and Sauces,0.78,0.92,5.8,241.0
Barley Soup Sweet With Or Without Nuts Asian Style,Soups and Sauces,1.55,1.01,11.57,244.0
Beef Noodle Soup Canned Or Ready-To-Serve,Soups and Sauces,1.25,1.95,3.63,244.0
Beef Noodle Soup Home Recipe,Soups and Sauces,2.36,7.17,4.6,244.0
Chicken Or Turkey Noodle Soup Canned Or Ready-To-Serve,Soups and Sauces,0.78,1.2,3.07,241.0
Chicken Or Turkey Noodle Soup Home Recipe,Soups and Sauces,2.2,5.56,4.93,241.0
Chicken Or Turkey Noodle Soup Cream Of Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,1.8,2.82,5.46,245.0
Noodle And Potato Soup Puerto Rican Style,Soups and Sauces,0.12,0.86,6.48,245.0
Chicken Or Turkey Rice Soup Canned Or Ready-To-Serve,Soups and Sauces,0.78,0.92,5.8,241.0
Chicken Or Turkey Rice Soup Home Recipe,Soups and Sauces,2.01,5.22,5.66,231.0
Chicken Or Turkey Rice Soup Reduced Sodium Canned Prepared With Water Or Ready-To-Serve,Soups and Sauces,0.6,0.8,3.61,241.0
Chicken Or Turkey Rice Soup Reduced Sodium Canned Prepared With Milk,Soups and Sauces,1.62,2.44,6.01,245.0
Rice And Potato Soup Puerto Rican Style,Soups and Sauces,2.05,1.39,12.62,245.0
Matzo Ball Soup,Soups and Sauces,2.03,2.61,7.74,241.0
Instant Soup Noodle,Soups and Sauces,0.44,1.03,4.17,240.0
Soup Mostly Noodles,Soups and Sauces,2.68,1.55,9.17,233.0
Soup Mostly Noodles Reduced Sodium,Soups and Sauces,0.38,1.66,10.79,233.0
Instant Soup Noodle With Egg Shrimp Or Chicken,Soups and Sauces,2.68,1.55,9.17,240.0
Noodle Soup With Vegetables Asian Style,Soups and Sauces,1.2,1.91,13.16,228.0
Noodle Soup With Fish Ball Shrimp And Dark Green Leafy Vegetable,Soups and Sauces,1.58,4.44,10.23,234.0
Sopa Seca Mexican Style Nfs,Soups and Sauces,6.36,2.66,18.26,218.0
Sopa Seca De Fideo Mexican Style Made With Dry Noodles Home Recipe,Soups and Sauces,6.83,3.12,16.59,218.0
Sopa De Fideo Aguada Mexican Style Noodle Soup Home Recipe,Soups and Sauces,3.46,3.3,8.76,242.0
Sopa Seca De Arroz Home Recipe Mexican Style,Soups and Sauces,6.36,2.32,20.79,218.0
Sopa De Tortilla Mexican Style Tortilla Soup Home Recipe,Soups and Sauces,7.62,4.85,7.49,240.0
Guacamole Nfs,Soups and Sauces,14.18,1.95,8.45,15.0
Guacamole With Tomatoes,Soups and Sauces,13.09,1.87,8.09,15.0
Chutney,Soups and Sauces,0.3,1.38,36.93,17.0
Soup Fruit,Soups and Sauces,0.08,0.53,18.79,242.0
Stewed Potatoes Puerto Rican Style,Prepared Meals,3.64,2.1,18.77,123.0
Potato From Puerto Rican Style Stuffed Pot Roast With Gravy,Prepared Meals,0.91,2.44,14.55,103.0
Potato From Puerto Rican Beef Stew With Gravy,Prepared Meals,0.91,2.44,14.55,122.0
Potato From Puerto Rican Chicken Fricassee With Sauce,Prepared Meals,1.02,1.35,14.65,123.0
Potato Scalloped Nfs,Prepared Meals,9.39,7.01,13.64,250.0
Potato Scalloped From Fast Food Or Restaurant,Prepared Meals,13.74,6.56,13.22,250.0
Potato Scalloped From Fresh,Prepared Meals,9.39,7.01,13.64,250.0
Potato Scalloped From Fresh With Meat,Prepared Meals,10.31,7.28,13.1,250.0
Potato Scalloped From Dry Mix,Prepared Meals,9.53,6.79,13.66,250.0
Potato Scalloped From Dry Mix With Meat,Prepared Meals,9.56,7.14,13.32,250.0
Potato Scalloped Ready-To-Heat,Prepared Meals,10.68,6.68,13.42,250.0
Potato Scalloped Ready-To-Heat With Meat,Prepared Meals,11.46,6.94,12.94,250.0
Potato Mashed Nfs,Prepared Meals,3.79,2.15,17.69,250.0
Potato Mashed From Fast Food With Gravy,Prepared Meals,2.78,1.46,12.78,250.0
Potato Mashed From Fresh Made With Milk,Prepared Meals,3.79,2.15,17.69,250.0
Potato Mashed From Fresh Made With Milk With Cheese,Prepared Meals,6.95,4.37,16.12,250.0
Potato Mashed From Fresh Made With Milk With Gravy,Prepared Meals,3.56,1.86,15.21,250.0
Potato Mashed From Fresh Nfs,Prepared Meals,3.79,2.15,17.69,250.0
Potato Mashed From Restaurant,Prepared Meals,6.83,2.07,16.85,250.0
Potato Mashed From Restaurant With Gravy,Prepared Meals,5.99,1.8,14.54,250.0
Potato Mashed From School Lunch,Prepared Meals,1.77,2.14,13.14,250.0
Potato Mashed From Dry Mix Nfs,Prepared Meals,6.27,2.05,12.75,250.0
Potato Mashed From Dry Mix Made With Milk,Prepared Meals,6.27,2.05,12.75,250.0
Potato Mashed From Dry Mix Made With Milk With Cheese,Prepared Meals,9.16,4.28,11.71,250.0
Potato Mashed From Dry Mix Made With Milk With Gravy,Prepared Meals,5.54,1.78,11.26,250.0
Potato Mashed Ready-To-Heat With Cheese,Prepared Meals,8.04,4.21,12.2,250.0
Potato Mashed Ready-To-Heat With Gravy,Prepared Meals,4.53,1.72,11.69,250.0
Potato Salad With Egg From Restaurant,Prepared Meals,11.39,2.88,14.4,275.0
Potato Salad With Egg Made With Light Mayonnaise,Prepared Meals,4.46,2.72,15.12,275.0
Potato Salad With Egg Made With Mayonnaise-Type Salad Dressing,Prepared Meals,4.32,2.76,15.9,275.0
Potato Salad With Egg Made With Light Mayonnaise-Type Salad Dressing,Prepared Meals,4.46,2.72,15.12,275.0
Potato Salad With Egg Made With Creamy Dressing,Prepared Meals,7.91,2.94,14.88,275.0
Potato Salad With Egg Made With Light Creamy Dressing,Prepared Meals,3.46,2.96,15.01,275.0
Potato Salad With Egg Made With Italian Dressing,Prepared Meals,4.42,2.81,15.8,275.0
Potato Salad With Egg Made With Light Italian Dressing,Prepared Meals,2.35,2.8,15.48,275.0
Potato Salad With Egg Made With Any Type Of Fat Free Dressing,Prepared Meals,1.74,2.67,16.0,275.0
Potato Salad German Style,Prepared Meals,3.2,2.44,16.4,175.0
Potato Salad From Restaurant,Prepared Meals,11.5,1.54,16.23,275.0
Potato Salad Made With Mayonnaise,Prepared Meals,11.14,1.52,15.8,275.0
Potato Salad Made With Light Mayonnaise,Prepared Meals,3.65,1.41,16.97,275.0
Potato Salad Made With Mayonnaise-Type Salad Dressing,Prepared Meals,3.49,1.46,17.86,275.0
Potato Salad Made With Light Mayonnaise-Type Salad Dressing,Prepared Meals,3.65,1.41,16.97,275.0
Potato Salad Made With Creamy Dressing,Prepared Meals,7.53,1.59,16.79,275.0
Potato Salad Made With Light Creamy Dressing,Prepared Meals,2.47,1.62,16.94,275.0
Potato Salad Made With Italian Dressing,Prepared Meals,3.56,1.44,17.85,275.0
Potato Salad Made With Light Italian Dressing,Prepared Meals,1.2,1.44,17.48,275.0
Potato Salad Made With Any Type Of Fat Free Dressing,Prepared Meals,0.58,1.38,17.94,275.0
Potato Pancake,Prepared Meals,10.49,4.49,20.6,10.0
Lefse (Norwegian),Prepared Meals,6.09,4.22,36.04,80.0
Potato Pudding,Prepared Meals,7.72,3.56,10.65,228.0
Stewed Potatoes,Prepared Meals,3.22,1.84,19.91,250.0
Stewed Potatoes With Tomatoes,Prepared Meals,3.13,1.57,15.17,250.0
Potato Soup Ns As To Made With Milk Or Water,Soups and Sauces,1.46,1.58,7.66,244.0
Potato Soup Cream Of Prepared With Milk,Soups and Sauces,1.96,2.39,8.82,248.0
Potato Soup Prepared With Water,Soups and Sauces,0.95,0.77,6.49,244.0
Potato And Cheese Soup,Soups and Sauces,3.35,2.71,8.56,248.0
Potato Chowder,Soups and Sauces,4.78,3.82,8.73,248.0
Plantain Soup Puerto Rican Style,Soups and Sauces,0.48,2.33,7.15,245.0
Broccoli Soup Prepared With Milk Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,3.67,2.68,6.28,237.0
Broccoli Soup Prepared With Water Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,2.69,1.06,3.91,239.0
Broccoli Cheese Soup Prepared With Milk Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,3.67,2.68,6.28,239.0
Watercress Broth With Shrimp,Soups and Sauces,1.84,6.23,1.34,245.0
Spinach Soup,Soups and Sauces,0.99,2.9,2.88,245.0
Dark-Green Leafy Vegetable Soup With Meat Asian Style,Soups and Sauces,3.29,6.44,5.4,228.0
Dark-Green Leafy Vegetable Soup Meatless Asian Style,Soups and Sauces,1.95,1.54,6.38,226.0
Carrot Soup Cream Of Prepared With Milk Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,0.77,1.58,5.01,237.0
Carrot With Rice Soup Cream Of Prepared With Milk Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,0.77,1.96,10.11,245.0
Squash Winter Type Soup Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,2.46,0.5,4.37,248.0
Salsa Pico De Gallo,Soups and Sauces,0.14,0.71,3.7,240.0
Salsa Red Homemade,Soups and Sauces,4.36,0.83,4.32,234.0
Enchilada Sauce Green,Soups and Sauces,0.59,0.99,5.5,250.0
Spaghetti Sauce With Added Vegetables,Soups and Sauces,1.31,1.39,6.86,260.0
Vodka Sauce With Tomatoes And Cream,Soups and Sauces,6.58,1.26,3.43,260.0
Tomato Relish,Soups and Sauces,0.59,2.18,37.63,320.0
Cocktail Sauce,Soups and Sauces,1.05,1.36,28.22,273.0
Puerto Rican Seasoning With Ham,Soups and Sauces,24.29,4.02,7.35,240.0
Puerto Rican Seasoning With Ham And Tomato Sauce,Soups and Sauces,14.91,5.14,5.3,240.0
Puerto Rican Seasoning Without Ham And Tomato Sauce,Soups and Sauces,10.54,1.16,7.23,240.0
Tomato Soup Nfs,Soups and Sauces,0.22,0.74,7.72,244.0
Tomato Soup Cream Of Prepared With Milk,Soups and Sauces,1.24,2.36,10.04,248.0
Tomato Soup Prepared With Water Or Ready-To-Serve,Soups and Sauces,0.22,0.74,7.72,244.0
Tomato Soup Canned Reduced Sodium Prepared With Water Or Ready-To-Serve,Soups and Sauces,0.28,0.82,6.8,244.0
Tomato Soup Canned Reduced Sodium Prepared With Milk,Soups and Sauces,1.3,2.44,9.13,248.0
Tomato Noodle Soup Canned Prepared With Water Or Ready-To-Serve,Soups and Sauces,0.67,1.66,11.82,244.0
Tomato Noodle Soup Canned Prepared With Milk,Soups and Sauces,1.36,2.67,12.15,248.0
Tomato Vegetable Soup Prepared With Water,Soups and Sauces,0.22,0.74,7.72,241.0
Pepper Hot Chili Raw,Soups and Sauces,0.32,1.94,9.14,11.0
Garlic Cooked,Soups and Sauces,0.5,6.32,32.86,2.0
Peppers Hot Cooked Ns As To Form Ns As To Fat Added In Cooking,Soups and Sauces,2.53,2.03,9.51,141.0
Peppers Hot Cooked From Fresh Ns As To Fat Added In Cooking,Soups and Sauces,2.53,2.03,9.51,141.0
Peppers Hot Cooked From Frozen Ns As To Fat Added In Cooking,Soups and Sauces,2.53,2.03,9.51,141.0
Peppers Hot Cooked From Canned Ns As To Fat Added In Cooking,Soups and Sauces,2.43,0.92,5.13,141.0
Peppers Hot Cooked Ns As To Form Fat Not Added In Cooking,Soups and Sauces,0.21,2.07,9.8,136.0
Peppers Hot Cooked From Fresh Fat Not Added In Cooking,Soups and Sauces,0.21,2.07,9.8,136.0
Peppers Hot Cooked From Frozen Fat Not Added In Cooking,Soups and Sauces,0.21,2.07,9.8,136.0
Peppers Hot Cooked From Canned Fat Not Added In Cooking,Soups and Sauces,0.1,0.93,5.28,136.0
Peppers Hot Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,Soups and Sauces,2.53,2.03,9.51,141.0
Peppers Hot Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,Soups and Sauces,2.53,2.03,9.51,141.0
Peppers Hot Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,Soups and Sauces,2.53,2.03,9.51,141.0
Peppers Hot Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Soups and Sauces,2.43,0.92,5.13,141.0
Pimiento,Soups and Sauces,0.37,1.35,6.24,192.0
Seaweed Prepared With Soy Sauce,Prepared Meals,0.5,4.15,7.52,96.0
Beans String Green Cooked Szechuan-Style,Prepared Meals,6.64,2.38,8.23,185.0
Chiles Rellenos Cheese-Filled,Prepared Meals,16.86,10.88,6.35,143.0
Chiles Rellenos Filled With Meat And Cheese,Prepared Meals,14.82,11.04,7.19,143.0
Jalapeno Pepper Stuffed With Cheese Breaded Or Battered Fried,Prepared Meals,15.65,8.98,16.35,25.0
Eggplant Dip,Soups and Sauces,13.2,4.11,11.18,15.0
Vegetable Combination Including Carrots Broccoli And/or Dark-Green Leafy; Cooked With Soy-Based Sauce,Prepared Meals,8.33,1.8,7.04,185.0
Vegetable Combination Excluding Carrots Broccoli And Dark-Green Leafy; Cooked With Soy-Based Sauce,Prepared Meals,8.8,1.76,6.59,185.0
Chow Mein Or Chop Suey Meatless With Noodles,Prepared Meals,4.05,2.51,17.3,220.0
Honey Mustard Dip,Soups and Sauces,17.82,1.64,25.5,15.0
Recaito,Soups and Sauces,0.52,2.13,3.67,240.0
Soup Cream Of Nfs,Soups and Sauces,1.24,2.36,10.04,244.0
Asparagus Soup Cream Of Ns As To Made With Milk Or Water,Soups and Sauces,2.65,2.54,6.69,248.0
Asparagus Soup Cream Of Prepared With Milk,Soups and Sauces,2.65,2.54,6.69,248.0
Asparagus Soup Cream Of Prepared With Water,Soups and Sauces,1.66,0.93,4.34,244.0
Borscht,Soups and Sauces,1.77,1.39,5.44,245.0
Cabbage Soup Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,0.85,1.81,6.26,245.0
Cabbage With Meat Soup Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,1.32,4.81,3.96,245.0
Celery Soup Cream Of Prepared With Milk Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,3.25,2.29,5.94,248.0
Celery Soup Cream Of Prepared With Water Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,2.26,0.67,3.57,244.0
Corn Soup Cream Of Prepared With Milk,Soups and Sauces,1.14,2.06,6.82,248.0
Corn Soup Cream Of Prepared With Water,Soups and Sauces,1.78,1.28,12.98,244.0
Gazpacho,Soups and Sauces,2.35,0.86,3.84,244.0
Leek Soup Cream Of Prepared With Milk,Soups and Sauces,3.12,2.73,7.62,248.0
Mushroom Soup Cream Of Prepared With Milk,Soups and Sauces,3.67,2.31,5.82,248.0
Mushroom Soup Cream Of Prepared With Water,Soups and Sauces,2.68,0.68,3.44,244.0
Mushroom Soup With Meat Broth Prepared With Water,Soups and Sauces,1.63,1.27,3.76,244.0
Mushroom Soup Cream Of Ns As To Made With Milk Or Water,Soups and Sauces,3.67,2.31,5.82,246.0
Mushroom With Chicken Soup Cream Of Prepared With Milk,Soups and Sauces,3.44,2.44,8.4,248.0
Mushroom Soup Cream Of Canned Reduced Sodium Ns As To Made With Milk Or Water,Soups and Sauces,0.86,0.61,4.11,246.0
Mushroom Soup Cream Of Canned Reduced Sodium Prepared With Milk,Soups and Sauces,1.87,2.24,6.48,248.0
Mushroom Soup Cream Of Canned Reduced Sodium Prepared With Water,Soups and Sauces,0.86,0.61,4.11,244.0
Onion Soup Cream Of Prepared With Milk,Soups and Sauces,3.12,2.73,7.62,248.0
Onion Soup French,Soups and Sauces,6.6,7.43,17.39,241.0
Pea Soup Prepared With Milk,Soups and Sauces,2.14,4.94,12.69,254.0
Vegetable Soup Cream Of Prepared With Milk,Soups and Sauces,3.99,3.68,9.02,248.0
Zucchini Soup Cream Of Prepared With Milk,Soups and Sauces,0.8,1.68,2.72,248.0
Shav Soup,Soups and Sauces,2.53,3.1,3.96,240.0
Seaweed Soup,Soups and Sauces,1.35,3.71,2.4,230.0
Vegetable Soup Made From Dry Mix,Soups and Sauces,2.18,0.72,4.72,253.0
Vegetable Soup Home Recipe,Soups and Sauces,0.87,1.82,6.24,234.0
Vegetable Noodle Soup Home Recipe,Soups and Sauces,1.15,2.19,7.32,241.0
Minestrone Soup Home Recipe,Soups and Sauces,1.11,3.5,9.69,235.0
Minestrone Soup Canned Prepared With Water Or Ready-To-Serve,Soups and Sauces,1.03,1.74,4.6,241.0
Vegetable Beef Soup Canned Prepared With Water Or Ready-To-Serve,Soups and Sauces,0.77,2.26,4.11,244.0
Vegetable Beef Noodle Soup Prepared With Water,Soups and Sauces,0.77,2.26,4.12,244.0
Vegetable Noodle Soup Canned Prepared With Water Or Ready-To-Serve,Soups and Sauces,0.79,0.86,4.9,241.0
Vegetable Beef Soup With Rice Canned Prepared With Water Or Ready-To-Serve,Soups and Sauces,0.77,2.26,4.12,244.0
Vegetable Soup With Chicken Broth Home Recipe Mexican Style,Soups and Sauces,2.98,2.45,6.51,232.0
Vegetable Beef Soup Home Recipe,Soups and Sauces,1.82,5.86,3.9,241.0
Vegetable Beef Soup Canned Prepared With Milk,Soups and Sauces,1.78,3.86,6.48,248.0
Vegetable Beef Soup With Noodles Or Pasta Home Recipe,Soups and Sauces,2.05,6.45,5.68,241.0
Vegetable Beef Soup With Rice Home Recipe,Soups and Sauces,1.89,6.17,6.29,244.0
Vegetarian Vegetable Soup Prepared With Water,Soups and Sauces,0.79,0.86,4.9,241.0
Vegetable Soup Spanish Style Stew Type,Soups and Sauces,3.21,6.69,8.01,227.0
Fried Stuffed Potatoes Puerto Rican Style,Prepared Meals,11.74,4.79,16.16,95.0
Potato And Ham Fritters Puerto Rican Style,Prepared Meals,13.73,5.94,12.47,70.0
Garlic Sauce,Soups and Sauces,7.42,3.07,7.32,228.0
Lemon-Butter Sauce,Soups and Sauces,70.16,0.93,0.96,228.0
Hollandaise Sauce,Soups and Sauces,54.22,4.68,1.52,257.0
Pesto Sauce,Soups and Sauces,58.52,8.51,6.16,232.0
Sweet And Sour Sauce,Soups and Sauces,0.02,0.27,38.22,240.0
Duck Sauce,Soups and Sauces,0.13,0.36,60.61,290.0
Plum Sauce Asian Style,Soups and Sauces,0.29,0.65,50.67,311.0
