name,Food Group,Fat (g),Protein (g),Carbohydrate (g),Serving Weight 1 (g)
Pillsbury Golden Layer Buttermilk Biscuits Artificial Flavor Refrigerated Dough,Baked Foods,13.24,5.88,41.18,34.0
Pillsbury Cinnamon Rolls With Icing Refrigerated Dough,Baked Foods,11.27,4.34,53.42,44.0
Kraft Foods Shake N Bake Original Recipe Coating For Pork Dry,Baked Foods,3.7,6.1,79.8,28.0
George Weston Bakeries Thomas English Muffins,Baked Foods,1.8,8.0,46.0,57.0
Waffles Buttermilk Frozen Ready-To-Heat,Baked Foods,9.22,6.58,41.05,39.0
Waffle Buttermilk Frozen Ready-To-Heat Toasted,Baked Foods,9.49,7.42,48.39,28.0
Waffle Buttermilk Frozen Ready-To-Heat Microwaved,Baked Foods,9.4,6.92,44.16,35.0
Waffle Plain Frozen Ready-To-Heat Microwave,Baked Foods,9.91,6.71,45.41,32.0
Pie Crust Cookie-Type Graham Cracker Ready Crust,Baked Foods,24.83,5.1,64.3,28.4
Pie Crust Cookie-Type Chocolate Ready Crust,Baked Foods,22.42,6.08,64.48,182.0
Dutch Apple Pie,Baked Foods,11.5,2.17,44.54,131.0
Pie Crust Deep Dish Frozen Unbaked Made With Enriched Flour,Baked Foods,28.74,5.52,46.79,225.0
Waffles Chocolate Chip Frozen Ready-To-Heat,Baked Foods,10.1,5.8,45.68,70.0
Tostada Shells Corn,Baked Foods,23.38,6.15,64.43,12.3
Bread Salvadoran Sweet Cheese (Quesadilla Salvadorena),Baked Foods,17.12,7.12,47.84,55.0
Bread Pound Cake Type Pan De Torta Salvadoran,Baked Foods,17.45,7.06,51.29,55.0
Pastry Pastelitos De Guava (Guava Pastries),Baked Foods,18.5,5.48,47.76,86.0
Crackers Snack Goya Crackers,Baked Foods,13.35,14.25,64.35,30.0
Crackers Cream Gamesa Sabrosas,Baked Foods,20.37,7.01,64.55,31.0
Crackers Cream La Moderna Rikis Cream Crackers,Baked Foods,19.5,7.19,64.88,32.0
Bread White Wheat,Baked Foods,2.15,10.66,43.91,28.0
Bagels Wheat,Baked Foods,1.53,10.2,48.89,98.0
Cream Puff Eclair Custard Or Cream Filled Iced,Baked Foods,18.52,4.41,37.43,113.0
Tortillas Ready-To-Bake Or -Fry Flour Shelf Stable,Baked Foods,7.58,8.01,49.27,49.0
Snacks Beef Jerky Chopped And Formed,Snacks,25.6,33.2,11.0,28.4
Snacks Corn-Based Extruded Chips Plain,Snacks,33.36,6.17,57.27,28.0
Snacks Corn-Based Extruded Chips Barbecue-Flavor,Snacks,32.7,7.0,56.2,28.4
Snacks Corn-Based Extruded Cones Plain,Snacks,26.9,5.8,62.9,28.4
Snacks Fruit Leather Pieces,Sweets,2.68,1.0,82.82,28.4
Snacks Fruit Leather Rolls,Sweets,3.0,0.1,85.8,21.0
Snacks Granola Bars Hard Plain,Snacks,19.8,10.1,64.4,21.0
Snacks Granola Bars Hard Almond,Snacks,25.5,7.7,62.0,28.4
Snacks Granola Bars Soft Uncoated Raisin,Snacks,17.8,7.6,66.4,43.0
Snacks Granola Bars Soft Coated Milk Chocolate Coating Chocolate Chip,Snacks,24.9,5.8,63.8,35.0
Snacks Granola Bars Soft Coated Milk Chocolate Coating Peanut Butter,Snacks,31.1,10.2,53.4,28.4
Snacks Granola Bars Soft Uncoated Peanut Butter And Chocolate Chip,Snacks,20.0,9.8,62.2,28.0
Snacks Popcorn Oil-Popped Microwave Regular Flavor No Trans Fat,Snacks,43.55,7.29,45.06,11.0
Snacks Popcorn Cakes,Snacks,3.1,9.7,80.1,10.0
Snacks Popcorn Caramel-Coated With Peanuts,Snacks,7.8,6.4,80.7,28.4
Snacks Popcorn Caramel-Coated Without Peanuts,Snacks,12.8,3.8,79.1,28.4
Snacks Potato Chips Made From Dried Potatoes Reduced Fat,Snacks,26.14,4.56,64.76,28.4
Snacks Potato Chips Made From Dried Potatoes Sour-Cream And Onion-Flavor,Snacks,37.0,6.6,51.3,28.4
Snacks Pretzels Hard Plain Salted,Snacks,2.93,10.04,80.39,28.4
Snacks Pretzels Hard Confectioners Coating Chocolate-Flavor,Snacks,16.7,7.5,70.9,28.4
Snacks Rice Cakes Brown Rice Sesame Seed,Snacks,3.8,7.6,81.5,9.0
Snacks Tortilla Chips Plain White Corn Salted,Snacks,20.68,7.1,67.78,28.4
Snacks Tortilla Chips Nacho Cheese,Snacks,27.42,7.36,60.81,28.4
Snacks Tortilla Chips Ranch-Flavor,Snacks,24.63,7.19,62.74,28.4
Snacks Trail Mix Regular,Snacks,29.4,13.8,44.9,150.0
Almond Joy Candy Bar,Sweets,26.93,4.13,59.51,49.0
Twizzlers Cherry Bites,Sweets,1.7,2.97,79.38,40.0
Nestle Bit-O-Honey Candy Chews,Sweets,7.5,2.0,80.89,40.0
Nestle Butterfinger Bar,Sweets,18.9,5.4,72.9,60.0
Caramels Chocolate-Flavor Roll,Sweets,3.31,1.59,87.73,6.6
Baking Chocolate Unsweetened Liquid,Sweets,47.7,12.1,36.2,28.4
Unsweetened Baking Chocolate,Sweets,52.31,14.32,28.42,29.0
Confectioners Coating Yogurt,Sweets,27.0,5.87,63.94,170.0
Confectioners Coating Peanut Butter,Sweets,29.8,18.3,46.88,168.0
White Chocolate,Sweets,32.09,5.87,59.24,85.0
Ice Creams Vanilla Light,Sweets,4.83,4.78,29.46,76.0
Ice Creams Vanilla Rich,Sweets,16.2,3.5,22.29,107.0
Desserts Flan Caramel Custard Prepared-From-Recipe,Sweets,4.03,4.53,22.78,153.0
Ice Creams Vanilla,Sweets,11.0,3.5,23.6,66.0
Ice Creams Vanilla Light Soft-Serve,Sweets,2.6,4.9,21.8,88.0
Sherbet Orange,Sweets,2.0,1.1,30.4,74.0
Fudge Peanut Butter Prepared-From-Recipe,Sweets,6.59,3.78,77.75,16.0
Fudge Vanilla Prepared-From-Recipe,Sweets,5.45,1.05,82.15,28.4
Fudge Vanilla With Nuts,Sweets,13.69,3.0,74.61,28.4
Nestle Goobers Chocolate Covered Peanuts,Sweets,34.0,9.7,53.0,39.0
Nestle Baby Ruth Bar,Sweets,21.6,5.4,64.8,60.0
Twizzlers Strawberry Twists Candy,Sweets,2.32,2.56,79.16,45.0
Syrups Table Blends Pancake With Butter,Sweets,0.09,0.0,72.43,73.0
Ice Creams Chocolate Light,Sweets,7.19,5.0,25.7,68.0
Nestle Chunky Bar,Sweets,27.5,7.5,60.4,40.0
Milk Chocolate,Sweets,29.66,7.65,59.4,7.0
Puddings Banana Dry Mix Instant Prepared With 2% Milk,Sweets,1.7,2.76,19.74,147.0
Puddings Banana Dry Mix Regular Prepared With 2% Milk,Sweets,1.73,2.9,18.43,142.0
Andreas Gluten Free Soft Dinner Roll,Baked Foods,8.2,5.65,40.24,69.0
Crunchmaster Multi-Grain Crisps Snack Crackers Gluten-Free,Baked Foods,15.92,10.91,67.18,3.9
Glutino Gluten Free Cookies Chocolate Vanilla Creme,Baked Foods,17.89,2.19,76.03,44.0
Glutino Gluten Free Cookies Vanilla Creme,Baked Foods,18.79,2.19,77.34,45.0
Pepperidge Farm Goldfish Baked Snack Crackers Original,Baked Foods,18.42,9.42,65.81,5.2
Pepperidge Farm Goldfish Baked Snack Crackers Parmesan,Baked Foods,17.29,11.16,64.7,5.3
Pepperidge Farm Goldfish Baked Snack Crackers Pizza,Baked Foods,18.93,9.67,65.11,5.1
Rudis Gluten-Free Bakery Original Sandwich Bread,Baked Foods,10.7,3.13,52.83,34.0
Udis Gluten Free Soft & Delicious White Sandwich Bread,Baked Foods,8.02,5.4,51.15,28.0
Udis Gluten Free Soft & Hearty Whole Grain Bread,Baked Foods,9.34,7.25,49.09,25.0
Udis Gluten Free Whole Grain Dinner Rolls,Baked Foods,11.6,11.8,44.29,44.0
Vans Gluten Free Totally Original Pancakes,Baked Foods,4.55,3.31,40.32,48.0
Fruit-Flavored Drink Dry Powdered Mix Low Calorie With Aspartame,Beverages,0.04,0.45,87.38,8.0
Frozen Novelties Ice Cream Type Vanilla Ice Cream Light No Sugar Added Chocolate Coated,Sweets,10.1,6.4,26.11,78.0
Milk Dessert Frozen Milk-Fat Free Chocolate,Sweets,1.0,4.3,37.7,137.0
Mars Snackfood Us M&Ms Peanut Butter Chocolate,Sweets,29.32,10.16,56.89,46.0
Mars Snackfood Us Milky Way Midnight Bar,Sweets,17.5,3.2,71.22,50.0
Fruit-Flavored Drink Powder With High Vitamin C With Other Added Vitamins Low Calorie,Beverages,0.16,0.25,91.0,2.0
Chocolate-Flavored Drink Whey And Milk Based,Beverages,0.4,0.64,10.68,244.0
Frozen Novelties Juice Type Juice With Cream,Sweets,1.41,1.41,24.11,71.0
Alcoholic Beverage Rice (Sake),Beverages,0.0,0.5,5.0,29.1
Abbott Ensure Plus Ready-To-Drink,Beverages,4.52,5.16,19.88,252.0
Breakfast Bar Corn Flake Crust With Fruit,Snacks,7.5,4.4,72.8,28.4
Pie Fillings Blueberry Canned,Sweets,0.2,0.41,44.38,151.0
Cocktail Mix Non-Alcoholic Concentrated Frozen,Beverages,0.01,0.08,71.6,36.0
Puddings Chocolate Flavor Low Calorie Regular Dry Mix,Sweets,3.0,10.08,74.42,9.9
Puddings All Flavors Except Chocolate Low Calorie Regular Dry Mix,Sweets,0.1,1.6,86.04,113.0
Syrup Cane,Sweets,0.0,0.0,73.14,21.0
Pillsbury Grands Buttermilk Biscuits Refrigerated Dough,Baked Foods,11.34,6.16,42.41,34.0
Heinz Weight Watcher Chocolate Eclair Frozen,Baked Foods,6.9,4.4,40.3,59.0
Interstate Brands Corp Wonder Hamburger Rolls,Baked Foods,4.15,8.07,50.84,43.0
Nabisco Nabisco Snackwells Fat Free Devils Food Cookie Cakes,Baked Foods,1.09,5.0,74.25,16.0
Crackers Cheese Sandwich-Type With Cheese Filling,Baked Foods,24.41,8.92,58.76,39.0
Pancakes Plain Frozen Ready-To-Heat Microwave (Includes Buttermilk),Baked Foods,4.73,5.88,43.33,28.4
Toaster Pastries Fruit Frosted (Include Apples Blueberry Cherry Strawberry),Baked Foods,9.02,4.01,71.83,53.0
Toaster Pastries Fruit Toasted (Include Apple Blueberry Cherry Strawberry),Baked Foods,11.03,4.7,72.7,51.0
Muffin Blueberry Commercially Prepared Low-Fat,Baked Foods,4.22,4.23,50.05,71.0
Pie Crust Refrigerated Regular Baked,Baked Foods,28.69,3.41,58.52,198.0
Pie Crust Deep Dish Frozen Baked Made With Enriched Flour,Baked Foods,31.84,6.1,52.47,202.0
Pie Crust Refrigerated Regular Unbaked,Baked Foods,25.46,2.97,51.11,229.0
Crackers Whole-Wheat Reduced Fat,Baked Foods,7.59,11.34,75.52,29.0
Crackers Wheat Reduced Fat,Baked Foods,13.37,9.34,71.52,29.0
Bread Pan Dulce Sweet Yeast Bread,Baked Foods,11.58,9.42,56.38,63.0
Keikitos (Muffins) Latino Bakery Item,Baked Foods,25.24,6.81,53.16,42.0
Cake Pound Bimbo Bakeries Usa Panque Casero Home Baked Style,Baked Foods,21.7,6.62,48.94,39.0
Pan Dulce La Ricura Salpora De Arroz Con Azucar Cookie-Like Contains Wheat Flour And Rice Flour,Baked Foods,16.11,8.81,66.28,42.0
Garlic Bread Frozen,Baked Foods,16.61,8.36,41.72,43.0
Cinnamon Buns Frosted (Includes Honey Buns),Baked Foods,26.61,4.45,48.6,65.0
Crackers Cheese Reduced Fat,Baked Foods,11.67,10.0,68.19,30.0
Crackers Saltines Whole Wheat (Includes Multi-Grain),Baked Foods,10.71,7.14,68.25,14.0
Bread Potato,Baked Foods,3.13,12.5,47.07,32.0
Bread Cheese,Baked Foods,20.83,10.42,44.83,48.0
Focaccia Italian Flatbread Plain,Baked Foods,7.89,8.77,35.82,57.0
Toblerone Milk Chocolate With Honey And Almond Nougat,Sweets,28.57,5.71,61.21,35.0
Snacks Corn-Based Extruded Onion-Flavor,Snacks,22.6,7.7,65.1,28.4
Snacks Corn-Based Extruded Puffs Or Twists Cheese-Flavor,Snacks,36.54,5.46,54.54,28.4
Snacks Kraft Cornnuts Plain,Snacks,15.64,8.5,71.86,28.4
Snacks Crisped Rice Bar Chocolate Chip,Snacks,13.5,5.1,73.0,28.0
Snacks Granola Bars Hard Chocolate Chip,Snacks,16.3,7.3,72.1,28.4
Fruit Syrup,Sweets,0.0,0.0,85.13,334.0
Snacks Granola Bars Soft Uncoated Plain,Snacks,17.2,7.4,67.3,28.0
Snacks Granola Bars Soft Uncoated Peanut Butter,Snacks,15.8,10.5,64.4,28.0
Syrup Fruit Flavored,Sweets,0.02,0.0,65.1,20.0
Snacks Oriental Mix Rice-Based,Snacks,25.58,17.31,51.62,28.4
Snacks Popcorn Air-Popped,Snacks,4.54,12.94,77.78,8.0
Snacks Popcorn Cheese-Flavor,Snacks,33.2,9.3,51.6,11.0
Snacks Pork Skins Plain,Snacks,31.3,61.3,0.0,28.4
Snacks Potato Chips Barbecue-Flavor,Snacks,31.06,6.51,55.92,28.4
Snacks Potato Chips Sour-Cream-And-Onion-Flavor,Snacks,33.9,8.1,51.5,28.4
Snacks M&m Mars Combos Snacks Cheddar Cheese Pretzel,Snacks,16.92,9.85,66.5,28.4
Snacks Pretzels Hard Whole-Wheat Including Both Salted And Unsalted,Snacks,2.6,11.1,81.3,28.4
Snacks Rice Cracker Brown Rice Plain,Snacks,2.8,8.2,81.5,9.0
Snacks Rice Cakes Brown Rice Buckwheat,Snacks,3.5,9.0,80.1,9.0
Snacks Trail Mix Tropical,Snacks,17.1,6.3,65.6,140.0
Trail Mix,Snacks,31.9,14.2,44.9,146.0
Snacks Tortilla Chips Taco-Flavor,Snacks,24.2,7.9,63.1,28.4
Tootsie Roll Chocolate-Flavor Roll,Sweets,3.31,1.59,87.73,40.0
Butterscotch Candy,Sweets,3.3,0.03,90.4,28.4
Carob Unsweetened,Sweets,31.36,8.15,56.29,28.4
Caramel Candy,Sweets,8.1,4.6,77.0,71.0
Caramello Candy Bar,Sweets,21.19,6.19,63.81,35.0
Semisweet Chocolate,Sweets,30.0,4.2,63.9,14.5
Sweet Chocolate,Sweets,34.2,3.9,60.4,28.4
Sweet Chocolate Coated Fondant,Sweets,9.3,2.2,80.4,43.0
Hersheys Golden Almond Solitaires,Sweets,37.13,11.97,46.85,41.0
Confectioners Coating Butterscotch,Sweets,29.05,2.2,67.1,170.0
Ice Creams French Vanilla Soft-Serve,Sweets,13.0,4.1,22.2,86.0
York Peppermint Pattie,Sweets,7.17,2.19,80.99,43.0
Twizzlers Nibs Cherry Bits,Sweets,2.64,2.3,79.37,40.0
Symphony Milk Chocolate Bar,Sweets,30.57,8.51,58.01,42.0
5th Avenue Candy Bar,Sweets,23.98,8.78,62.68,56.0
Fondant Prepared-From-Recipe,Sweets,0.02,0.0,93.18,28.4
Fudge Chocolate Prepared-From-Recipe,Sweets,10.41,2.39,76.7,17.0
Fudge Chocolate With Nuts Prepared-From-Recipe,Sweets,18.93,4.38,68.15,28.4
Jelly Gumdrops,Sweets,0.0,0.0,98.9,182.0
Hard Candy,Sweets,0.2,0.0,98.0,28.4
Jellybeans,Sweets,0.05,0.0,93.55,11.0
Kit Kat Wafer Bar,Sweets,25.99,6.51,64.59,42.0
Krackel Chocolate Bar,Sweets,26.58,6.62,64.34,41.0
Mars Snackfood Us Mars Almond Bar,Sweets,23.0,8.1,62.7,50.0
Marshmallows,Sweets,0.2,1.8,81.3,50.0
Halavah Plain,Sweets,21.52,12.49,60.49,28.4
Nestle Oh Henry! Bar,Sweets,23.0,7.7,65.5,57.0
Puddings Chocolate Dry Mix Instant Prepared With 2% Milk,Sweets,1.92,3.15,18.89,142.0
Baking Chocolate Mexican Squares,Sweets,15.59,3.64,77.41,20.0
Chocolate-Flavored Hazelnut Spread,Sweets,29.73,5.41,62.36,37.0
Milk Chocolate Coated Peanuts,Sweets,33.5,13.1,49.7,149.0
Glutino Gluten Free Wafers Lemon Flavored,Baked Foods,24.18,0.0,74.39,30.0
Glutino Gluten Free Wafers Milk Chocolate,Baked Foods,30.42,4.06,62.82,23.0
Marys Gone Crackers Original Crackers Organic Gluten Free,Baked Foods,15.63,12.06,64.29,7.4
Pepperidge Farm Goldfish Baked Snack Crackers Cheddar,Baked Foods,16.11,11.71,66.2,5.2
Pepperidge Farm Goldfish Baked Snack Crackers Explosive Pizza,Baked Foods,16.82,9.56,67.2,5.3
Sage Valley Gluten Free Vanilla Sandwich Cookies,Baked Foods,22.15,3.13,71.88,44.0
Schar Gluten-Free Classic White Rolls,Baked Foods,2.65,3.34,50.47,78.0
Udis Gluten Free Classic French Dinner Rolls,Baked Foods,6.4,7.99,55.1,36.0
Vans Gluten Free Totally Original Waffles,Baked Foods,8.22,2.99,40.54,47.0
Vans The Perfect 10 Crispy Six Whole Grain + Four Seed Baked Crackers Gluten Free,Baked Foods,18.93,7.63,67.57,8.4
Bread Multi-Grain (Includes Whole-Grain),Baked Foods,4.23,13.36,43.34,28.4
Cookies Animal Crackers (Includes Arrowroot Tea Biscuits),Baked Foods,13.8,6.9,74.1,28.4
Syrups Grenadine,Sweets,0.0,0.0,66.91,20.0
Granola Bar Soft Milk Chocolate Coated Peanut Butter,Snacks,31.2,9.6,54.1,28.4
Mars Snackfood Us Twix Chocolate Fudge Cookie Bars,Sweets,33.3,7.3,56.0,51.0
Frozen Yogurts Chocolate Nonfat Milk Sweetened Without Sugar,Sweets,0.8,4.4,19.7,186.0
Frozen Yogurts Chocolate,Sweets,3.6,3.0,21.6,174.0
Frozen Yogurts Flavors Other Than Chocolate,Sweets,3.6,3.0,21.6,174.0
Rice Cake Cracker (Include Hain Mini Rice Cakes),Snacks,4.3,7.1,81.1,4.2
Mars Snackfood Us M&Ms Almond Chocolate,Sweets,27.76,7.53,60.5,37.0
Frozen Novelties Juice Type Orange,Sweets,0.0,0.5,23.17,29.8
Snacks Tortilla Chips Unsalted White Corn,Snacks,23.36,7.79,65.32,26.0
Coffee Instant With Whitener Reduced Calorie,Beverages,29.1,1.96,59.94,1.7
Cranberry-Apple Juice Drink Low Calorie With Vitamin C Added,Beverages,0.0,0.1,4.7,240.0
Rolls Pumpernickel,Baked Foods,2.8,10.8,51.87,36.0
Extruded Corn Chips,Snacks,33.4,6.6,57.4,88.0
Frozen Novelties Ice Cream Type Chocolate Or Caramel Covered With Nuts,Sweets,20.2,4.4,30.9,54.0
Frozen Novelties Ice Type Pop With Low Calorie Sweetener,Sweets,0.0,0.0,5.92,55.0
Ice Creams Chocolate Rich,Sweets,16.98,4.72,19.78,148.0
Snacks Tortilla Chips Light (Baked With Less Oil),Snacks,15.2,8.7,73.4,63.0
Popcorn Microwave Low Fat And Sodium,Snacks,9.5,12.6,73.39,28.4
Sweeteners Tabletop Fructose Liquid,Sweets,0.0,0.0,76.1,0.1
Puddings Chocolate Flavor Low Calorie Instant Dry Mix,Sweets,2.4,5.3,78.2,9.9
Jellies Reduced Sugar Home Preserved,Sweets,0.03,0.3,46.1,19.0
Puddings All Flavors Except Chocolate Low Calorie Instant Dry Mix,Sweets,0.9,0.81,84.66,8.0
Beer,Beverages,0.0,0.46,3.55,29.7
Budweiser Beer,Beverages,0.0,0.36,2.97,29.8
Alcoholic Beverage Beer Light Budweiser Select,Beverages,0.0,0.2,0.87,29.5
Light Beer,Beverages,0.0,0.24,1.64,29.5
Alcoholic Beverage Pina Colada Canned,Beverages,7.6,0.6,27.6,32.6
Sweetened Vanilla Almond Milk,Beverages,1.04,0.42,6.59,240.0
Alcoholic Beverage Pina Colada Prepared-From-Recipe,Beverages,1.88,0.42,22.66,31.4
Tequila Sunrise,Beverages,0.1,0.3,11.3,31.1
Milk Chocolate With Almonds,Sweets,34.4,9.0,53.4,41.0
Milk Chocolate With Rice Cereal,Sweets,29.37,7.64,59.67,40.0
Mars Snackfood Us Milky Way Bar,Sweets,17.23,4.01,71.17,58.0
Hersheys Skor Toffee Bar,Sweets,30.37,3.13,63.73,39.0
Toppings Strawberry,Sweets,0.1,0.2,66.3,42.0
Mounds Candy Bar,Sweets,26.6,4.6,58.88,19.0
Mr. Goodbar Chocolate Bar,Sweets,33.21,10.22,54.34,49.0
Nestle 100 Grand Bar,Sweets,19.33,2.5,70.97,43.0
Nestle Crunch Bar And Dessert Topping,Sweets,26.0,5.0,67.0,44.0
Reeses Peanut Butter Cups,Sweets,30.53,10.24,55.36,17.0
Reeses Pieces Candy,Sweets,24.77,12.46,59.86,47.0
Rolo Caramels In Milk Chocolate,Sweets,20.93,5.08,67.95,48.0
Nestle After Eight Mints,Sweets,11.9,1.67,79.53,42.0
Mars Snackfood Us 3 Musketeers Bar,Sweets,12.75,2.6,77.77,60.0
Mars Snackfood Us Twix Caramel Cookie Bars,Sweets,24.85,4.91,64.8,57.0
Mars Snackfood Us Twix Peanut Butter Cookie Bars,Sweets,32.67,9.18,54.14,54.0
Whatchamacallit Candy Bar,Sweets,23.68,8.04,63.23,48.0
Chewing Gum,Sweets,0.3,0.0,96.7,3.0
Egg Custards Dry Mix,Sweets,6.4,6.9,82.8,85.0
Egg Custards Dry Mix Prepared With Whole Milk,Sweets,4.0,3.99,17.6,141.0
Cocoa Dry Powder Unsweetened Hersheys European Style Cocoa,Sweets,10.0,20.0,60.0,5.0
Gelatin Desserts Dry Mix,Sweets,0.0,7.8,90.5,85.0
York Bites,Sweets,7.32,1.78,81.64,39.0
Chocolate Mousse,Sweets,16.0,4.14,16.07,808.0
Puddings Chocolate Ready-To-Eat,Sweets,4.6,2.09,23.01,28.4
Puddings Chocolate Dry Mix Instant,Sweets,1.9,2.3,87.9,99.0
Puddings Chocolate Dry Mix Regular Prepared With 2% Milk,Sweets,2.06,3.28,19.76,128.0
Puddings Coconut Cream Dry Mix Instant Prepared With 2% Milk,Sweets,2.3,2.9,19.2,147.0
Puddings Rice Ready-To-Eat,Sweets,2.15,3.23,18.39,113.0
Puddings Rice Dry Mix,Sweets,0.1,2.7,91.2,106.0
Puddings Vanilla Dry Mix Instant,Sweets,0.6,0.0,92.9,99.0
Puddings Vanilla Dry Mix Instant Prepared With Whole Milk,Sweets,2.9,2.7,19.7,142.0
Puddings Lemon Dry Mix Instant Prepared With 2% Milk,Sweets,1.71,2.76,20.2,8.0
Egg Custards Dry Mix Prepared With 2% Milk,Sweets,2.83,4.13,17.61,141.0
Puddings Vanilla Dry Mix Regular Prepared With 2% Milk,Sweets,1.73,2.94,18.53,128.0
Praline Prepared-From-Recipe,Sweets,25.9,3.3,59.59,39.0
Desserts Rennin Vanilla Dry Mix,Sweets,0.0,0.0,99.0,10.8
Desserts Rennin Tablets Unsweetened,Sweets,0.1,1.0,19.8,9.9
Frostings Chocolate Creamy Ready-To-Eat,Sweets,17.6,1.1,63.2,41.0
Puddings Vanilla Ready-To-Eat Fat Free,Sweets,0.0,2.02,20.16,99.0
Puddings Tapioca Ready-To-Eat Fat Free,Sweets,0.35,1.44,21.31,112.0
Puddings Chocolate Ready-To-Eat Fat Free,Sweets,0.3,1.93,20.87,113.0
Frostings Chocolate Creamy Dry Mix Prepared With Butter,Sweets,13.06,1.11,71.8,33.0
Heath Bites,Sweets,30.38,3.94,63.39,39.0
Frostings Vanilla Creamy Dry Mix,Sweets,4.9,0.3,93.8,411.0
Frostings White Fluffy Dry Mix,Sweets,0.0,2.3,94.9,207.0
Mars Snackfood Us Dove Milk Chocolate,Sweets,31.72,5.94,59.78,37.0
Mars Snackfood Us Dove Dark Chocolate,Sweets,32.45,5.19,59.4,37.0
Mars Snackfood Us Milky Way Caramels Milk Chocolate Covered,Sweets,19.17,4.28,68.49,44.0
Mars Snackfood Us Milky Way Caramels. Dark Chocolate Covered,Sweets,20.42,3.82,67.56,44.0
Snacks General Mills Betty Crocker Fruit Roll Ups Berry Flavored With Vitamin C,Snacks,3.5,0.1,85.2,28.0
Ice Creams Chocolate,Sweets,11.0,3.8,28.2,58.0
Ice Creams Strawberry,Sweets,8.4,3.2,27.6,58.0
Snacks Farley Candy Farley Fruit Snacks With Vitamins A C And E,Snacks,0.0,4.4,80.9,26.0
Frozen Novelties Ice Type Italian Restaurant-Prepared,Sweets,0.02,0.03,13.5,29.0
Frozen Novelties Ice Type Pop,Sweets,0.24,0.0,19.23,52.0
Mars Snackfood Us M&Ms Crispy Chocolate,Sweets,19.32,4.28,72.4,47.0
Frozen Yogurts Vanilla Soft-Serve,Sweets,5.6,4.0,24.2,72.0
Fruit Butters Apple,Sweets,0.3,0.39,42.47,17.0
Fudge Chocolate Marshmallow With Nuts Prepared-By-Recipe,Sweets,21.11,3.24,67.69,28.4
Mars Snackfood Us Snickers Almond Bar,Sweets,22.4,5.4,64.67,50.0
Marmalade Orange,Sweets,0.0,0.3,66.3,20.0
Molasses,Sweets,0.1,0.0,74.73,337.0
Pectin Unsweetened Dry Mix,Sweets,0.3,0.3,90.4,50.0
Pie Fillings Apple Canned,Sweets,0.1,0.1,26.1,74.0
Mars Snackfood Us Starburst Fruit Chews Tropical Fruits,Sweets,8.31,0.41,82.76,40.0
Pie Fillings Canned Cherry,Sweets,0.07,0.37,28.0,74.0
Puddings Banana Dry Mix Regular Prepared With Whole Milk,Sweets,2.89,2.74,18.44,127.0
Puddings Coconut Cream Dry Mix Instant,Sweets,10.0,0.9,83.5,99.0
Puddings Coconut Cream Dry Mix Instant Prepared With Whole Milk,Sweets,3.5,2.9,19.1,147.0
Puddings Coconut Cream Dry Mix Regular,Sweets,11.36,1.0,81.84,88.0
Puddings Coconut Cream Dry Mix Regular Prepared With Whole Milk,Sweets,3.8,3.0,17.7,140.0
Puddings Lemon Dry Mix Instant Prepared With Whole Milk,Sweets,2.9,2.7,20.1,147.0
Puddings Lemon Dry Mix Regular,Sweets,0.5,0.1,91.8,85.0
Pudding Lemon Dry Mix Regular Prepared With Sugar Egg Yolk And Water,Sweets,1.12,0.65,24.2,127.0
Sugars Brown,Sweets,0.0,0.12,98.09,3.0
Syrups Chocolate Hersheys Genuine Chocolate Flavored Lite Syrup,Sweets,0.97,1.4,34.56,35.0
Syrups Chocolate Fudge-Type,Sweets,8.9,4.6,62.9,304.0
Syrups Corn Dark,Sweets,0.0,0.0,77.59,328.0
Syrups Corn Light,Sweets,0.2,0.0,76.79,341.0
Syrups Table Blends Pancake With 2% Maple,Sweets,0.1,0.0,69.6,20.0
Syrups Table Blends Corn Refiner And Sugar,Sweets,0.0,0.0,83.9,316.0
Mars Snackfood Us Skittles Wild Berry Bite Size,Sweets,4.25,0.19,90.76,62.0
Toppings Butterscotch Or Caramel,Sweets,0.0,1.21,57.01,41.0
Mars Snackfood Us Skittles Sours Original,Sweets,4.0,0.18,91.02,51.0
Mars Snackfood Us Skittles Original Bite Size,Sweets,4.37,0.19,90.78,62.0
Frostings Vanilla Creamy Dry Mix Prepared With Margarine,Sweets,12.74,0.34,74.28,33.0
Frostings Chocolate Creamy Dry Mix Prepared With Margarine,Sweets,12.87,1.1,71.02,33.0
Divinity Prepared-From-Recipe,Sweets,0.06,1.32,89.05,11.0
Frozen Novelties Ice Type Pineapple-Coconut,Sweets,2.6,0.0,23.9,99.0
Frozen Yogurts Chocolate Soft-Serve,Sweets,6.0,4.0,24.9,72.0
Snacks Banana Chips,Snacks,33.6,2.3,58.4,28.4
Snacks Beef Sticks Smoked,Snacks,49.6,21.5,5.4,28.4
Snacks Pork Skins Barbecue-Flavor,Snacks,31.8,57.9,1.6,28.4
Frostings Glaze Chocolate Prepared-From-Recipe With Butter Nfsmi Recipe No. C-32,Sweets,7.17,1.42,72.18,33.0
Snack Potato Chips Made From Dried Potatoes Plain,Snacks,35.28,4.62,55.38,28.0
Snacks Potato Sticks,Snacks,34.4,6.7,53.3,28.4
Snacks Rice Cakes Brown Rice Rye,Snacks,3.8,8.1,79.9,9.0
Snacks Sesame Sticks Wheat-Based Salted,Snacks,36.7,10.9,46.5,28.4
